Total Runs,Current Run,Streak Target,Flips Required,Theoretical Flips,Absolute Difference,Percentage Difference
62,25,1,0,2,-2,-100.0
62,25,2,3,4,-1,-25.0
62,25,3,3,8,-5,-62.5
62,25,4,8,16,-8,-50.0
62,25,5,70,32,38,118.75
62,25,6,122,64,58,90.625
62,25,7,77,128,-51,-39.84375
62,25,8,112,256,-144,-56.25
62,25,9,102,512,-410,-80.078125
62,25,10,617,1024,-407,-39.74609375
62,25,11,1758,2048,-290,-14.16015625
62,25,12,4479,4096,383,9.3505859375
62,25,13,3714,8192,-4478,-54.6630859375
62,25,14,20844,16384,4460,27.2216796875
62,25,15,3235,32768,-29533,-90.1275634765625
62,26,1,0,2,-2,-100.0
62,26,2,2,4,-2,-50.0
62,26,3,5,8,-3,-37.5
62,26,4,3,16,-13,-81.25
62,26,5,53,32,21,65.625
62,26,6,158,64,94,146.875
62,26,7,67,128,-61,-47.65625
62,26,8,155,256,-101,-39.453125
62,26,9,155,512,-357,-69.7265625
62,26,10,373,1024,-651,-63.57421875
62,26,11,338,2048,-1710,-83.49609375
62,26,12,1746,4096,-2350,-57.373046875
62,26,13,9102,8192,910,11.1083984375
62,26,14,1012,16384,-15372,-93.8232421875
62,26,15,119583,32768,86815,264.9383544921875
62,27,1,0,2,-2,-100.0
62,27,2,1,4,-3,-75.0
62,27,3,6,8,-2,-25.0
62,27,4,10,16,-6,-37.5
62,27,5,5,32,-27,-84.375
62,27,6,13,64,-51,-79.6875
62,27,7,67,128,-61,-47.65625
62,27,8,441,256,185,72.265625
62,27,9,587,512,75,14.6484375
62,27,10,859,1024,-165,-16.11328125
62,27,11,1619,2048,-429,-20.947265625
62,27,12,3760,4096,-336,-8.203125
62,27,13,2230,8192,-5962,-72.7783203125
62,27,14,30389,16384,14005,85.479736328125
62,27,15,20295,32768,-12473,-38.0645751953125
62,28,1,0,2,-2,-100.0
62,28,2,4,4,0,0.0
62,28,3,8,8,0,0.0
62,28,4,10,16,-6,-37.5
62,28,5,5,32,-27,-84.375
62,28,6,17,64,-47,-73.4375
62,28,7,222,128,94,73.4375
62,28,8,13,256,-243,-94.921875
62,28,9,200,512,-312,-60.9375
62,28,10,125,1024,-899,-87.79296875
62,28,11,573,2048,-1475,-72.021484375
62,28,12,1677,4096,-2419,-59.0576171875
62,28,13,6869,8192,-1323,-16.14990234375
62,28,14,5906,16384,-10478,-63.95263671875
62,28,15,18741,32768,-14027,-42.8070068359375
62,29,1,0,2,-2,-100.0
62,29,2,1,4,-3,-75.0
62,29,3,14,8,6,75.0
62,29,4,21,16,5,31.25
62,29,5,13,32,-19,-59.375
62,29,6,18,64,-46,-71.875
62,29,7,148,128,20,15.625
62,29,8,101,256,-155,-60.546875
62,29,9,201,512,-311,-60.7421875
62,29,10,1155,1024,131,12.79296875
62,29,11,233,2048,-1815,-88.623046875
62,29,12,4141,4096,45,1.0986328125
62,29,13,2753,8192,-5439,-66.39404296875
62,29,14,16723,16384,339,2.069091796875
62,29,15,45529,32768,12761,38.9434814453125
62,30,1,0,2,-2,-100.0
62,30,2,1,4,-3,-75.0
62,30,3,2,8,-6,-75.0
62,30,4,5,16,-11,-68.75
62,30,5,17,32,-15,-46.875
62,30,6,8,64,-56,-87.5
62,30,7,22,128,-106,-82.8125
62,30,8,46,256,-210,-82.03125
62,30,9,211,512,-301,-58.7890625
62,30,10,74,1024,-950,-92.7734375
62,30,11,175,2048,-1873,-91.455078125
62,30,12,14456,4096,10360,252.9296875
62,30,13,235,8192,-7957,-97.13134765625
62,30,14,23047,16384,6663,40.667724609375
62,30,15,21139,32768,-11629,-35.4888916015625
62,31,1,0,2,-2,-100.0
62,31,2,4,4,0,0.0
62,31,3,32,8,24,300.0
62,31,4,4,16,-12,-75.0
62,31,5,14,32,-18,-56.25
62,31,6,8,64,-56,-87.5
62,31,7,20,128,-108,-84.375
62,31,8,479,256,223,87.109375
62,31,9,526,512,14,2.734375
62,31,10,305,1024,-719,-70.21484375
62,31,11,3793,2048,1745,85.205078125
62,31,12,2297,4096,-1799,-43.9208984375
62,31,13,22516,8192,14324,174.853515625
62,31,14,3935,16384,-12449,-75.982666015625
62,31,15,6048,32768,-26720,-81.54296875
62,32,1,0,2,-2,-100.0
62,32,2,1,4,-3,-75.0
62,32,3,5,8,-3,-37.5
62,32,4,13,16,-3,-18.75
62,32,5,54,32,22,68.75
62,32,6,48,64,-16,-25.0
62,32,7,126,128,-2,-1.5625
62,32,8,24,256,-232,-90.625
62,32,9,1124,512,612,119.53125
62,32,10,5830,1024,4806,469.3359375
62,32,11,327,2048,-1721,-84.033203125
62,32,12,1724,4096,-2372,-57.91015625
62,32,13,22907,8192,14715,179.62646484375
62,32,14,11261,16384,-5123,-31.268310546875
62,32,15,81952,32768,49184,150.09765625
62,33,1,0,2,-2,-100.0
62,33,2,2,4,-2,-50.0
62,33,3,11,8,3,37.5
62,33,4,19,16,3,18.75
62,33,5,5,32,-27,-84.375
62,33,6,6,64,-58,-90.625
62,33,7,48,128,-80,-62.5
62,33,8,318,256,62,24.21875
62,33,9,581,512,69,13.4765625
62,33,10,810,1024,-214,-20.8984375
62,33,11,2167,2048,119,5.810546875
62,33,12,3391,4096,-705,-17.2119140625
62,33,13,9920,8192,1728,21.09375
62,33,14,8922,16384,-7462,-45.54443359375
62,33,15,2949,32768,-29819,-91.0003662109375
62,34,1,0,2,-2,-100.0
62,34,2,2,4,-2,-50.0
62,34,3,5,8,-3,-37.5
62,34,4,46,16,30,187.5
62,34,5,17,32,-15,-46.875
62,34,6,64,64,0,0.0
62,34,7,160,128,32,25.0
62,34,8,85,256,-171,-66.796875
62,34,9,105,512,-407,-79.4921875
62,34,10,789,1024,-235,-22.94921875
62,34,11,2377,2048,329,16.064453125
62,34,12,2420,4096,-1676,-40.91796875
62,34,13,6410,8192,-1782,-21.7529296875
62,34,14,6561,16384,-9823,-59.954833984375
62,34,15,59959,32768,27191,82.9803466796875
62,35,1,0,2,-2,-100.0
62,35,2,1,4,-3,-75.0
62,35,3,7,8,-1,-12.5
62,35,4,14,16,-2,-12.5
62,35,5,38,32,6,18.75
62,35,6,83,64,19,29.6875
62,35,7,192,128,64,50.0
62,35,8,157,256,-99,-38.671875
62,35,9,523,512,11,2.1484375
62,35,10,1222,1024,198,19.3359375
62,35,11,1606,2048,-442,-21.58203125
62,35,12,269,4096,-3827,-93.4326171875
62,35,13,9941,8192,1749,21.35009765625
62,35,14,26296,16384,9912,60.498046875
62,35,15,22504,32768,-10264,-31.3232421875
62,36,1,0,2,-2,-100.0
62,36,2,1,4,-3,-75.0
62,36,3,2,8,-6,-75.0
62,36,4,10,16,-6,-37.5
62,36,5,11,32,-21,-65.625
62,36,6,147,64,83,129.6875
62,36,7,72,128,-56,-43.75
62,36,8,572,256,316,123.4375
62,36,9,624,512,112,21.875
62,36,10,15,1024,-1009,-98.53515625
62,36,11,498,2048,-1550,-75.68359375
62,36,12,3114,4096,-982,-23.974609375
62,36,13,14441,8192,6249,76.28173828125
62,36,14,1787,16384,-14597,-89.093017578125
62,36,15,13975,32768,-18793,-57.3516845703125
62,37,1,0,2,-2,-100.0
62,37,2,1,4,-3,-75.0
62,37,3,5,8,-3,-37.5
62,37,4,54,16,38,237.5
62,37,5,126,32,94,293.75
62,37,6,28,64,-36,-56.25
62,37,7,185,128,57,44.53125
62,37,8,287,256,31,12.109375
62,37,9,245,512,-267,-52.1484375
62,37,10,1425,1024,401,39.16015625
62,37,11,851,2048,-1197,-58.447265625
62,37,12,121,4096,-3975,-97.0458984375
62,37,13,7330,8192,-862,-10.5224609375
62,37,14,18713,16384,2329,14.215087890625
62,37,15,1786,32768,-30982,-94.549560546875
62,38,1,0,2,-2,-100.0
62,38,2,1,4,-3,-75.0
62,38,3,6,8,-2,-25.0
62,38,4,6,16,-10,-62.5
62,38,5,12,32,-20,-62.5
62,38,6,14,64,-50,-78.125
62,38,7,29,128,-99,-77.34375
62,38,8,35,256,-221,-86.328125
62,38,9,606,512,94,18.359375
62,38,10,318,1024,-706,-68.9453125
62,38,11,290,2048,-1758,-85.83984375
62,38,12,976,4096,-3120,-76.171875
62,38,13,25021,8192,16829,205.43212890625
62,38,14,11303,16384,-5081,-31.011962890625
62,38,15,5265,32768,-27503,-83.9324951171875
62,39,1,0,2,-2,-100.0
62,39,2,2,4,-2,-50.0
62,39,3,4,8,-4,-50.0
62,39,4,19,16,3,18.75
62,39,5,11,32,-21,-65.625
62,39,6,74,64,10,15.625
62,39,7,185,128,57,44.53125
62,39,8,35,256,-221,-86.328125
62,39,9,224,512,-288,-56.25
62,39,10,285,1024,-739,-72.16796875
62,39,11,717,2048,-1331,-64.990234375
62,39,12,416,4096,-3680,-89.84375
62,39,13,14970,8192,6778,82.7392578125
62,39,14,36364,16384,19980,121.9482421875
62,39,15,41349,32768,8581,26.1871337890625
62,40,1,0,2,-2,-100.0
62,40,2,1,4,-3,-75.0
62,40,3,9,8,1,12.5
62,40,4,7,16,-9,-56.25
62,40,5,44,32,12,37.5
62,40,6,49,64,-15,-23.4375
62,40,7,107,128,-21,-16.40625
62,40,8,536,256,280,109.375
62,40,9,962,512,450,87.890625
62,40,10,637,1024,-387,-37.79296875
62,40,11,2236,2048,188,9.1796875
62,40,12,6408,4096,2312,56.4453125
62,40,13,16878,8192,8686,106.0302734375
62,40,14,53503,16384,37119,226.556396484375
62,40,15,176,32768,-32592,-99.462890625
62,41,1,0,2,-2,-100.0
62,41,2,1,4,-3,-75.0
62,41,3,3,8,-5,-62.5
62,41,4,3,16,-13,-81.25
62,41,5,22,32,-10,-31.25
62,41,6,44,64,-20,-31.25
62,41,7,24,128,-104,-81.25
62,41,8,120,256,-136,-53.125
62,41,9,2086,512,1574,307.421875
62,41,10,529,1024,-495,-48.33984375
62,41,11,1119,2048,-929,-45.361328125
62,41,12,28304,4096,24208,591.015625
62,41,13,3412,8192,-4780,-58.349609375
62,41,14,22310,16384,5926,36.16943359375
62,41,15,274,32768,-32494,-99.163818359375
62,42,1,0,2,-2,-100.0
62,42,2,3,4,-1,-25.0
62,42,3,2,8,-6,-75.0
62,42,4,12,16,-4,-25.0
62,42,5,34,32,2,6.25
62,42,6,142,64,78,121.875
62,42,7,47,128,-81,-63.28125
62,42,8,26,256,-230,-89.84375
62,42,9,446,512,-66,-12.890625
62,42,10,518,1024,-506,-49.4140625
62,42,11,1622,2048,-426,-20.80078125
62,42,12,5720,4096,1624,39.6484375
62,42,13,821,8192,-7371,-89.97802734375
62,42,14,6595,16384,-9789,-59.747314453125
62,42,15,14377,32768,-18391,-56.1248779296875
62,43,1,0,2,-2,-100.0
62,43,2,1,4,-3,-75.0
62,43,3,2,8,-6,-75.0
62,43,4,22,16,6,37.5
62,43,5,21,32,-11,-34.375
62,43,6,168,64,104,162.5
62,43,7,345,128,217,169.53125
62,43,8,597,256,341,133.203125
62,43,9,56,512,-456,-89.0625
62,43,10,551,1024,-473,-46.19140625
62,43,11,306,2048,-1742,-85.05859375
62,43,12,9925,4096,5829,142.3095703125
62,43,13,11316,8192,3124,38.134765625
62,43,14,43122,16384,26738,163.19580078125
62,43,15,46938,32768,14170,43.243408203125
62,44,1,0,2,-2,-100.0
62,44,2,1,4,-3,-75.0
62,44,3,3,8,-5,-62.5
62,44,4,14,16,-2,-12.5
62,44,5,13,32,-19,-59.375
62,44,6,22,64,-42,-65.625
62,44,7,97,128,-31,-24.21875
62,44,8,43,256,-213,-83.203125
62,44,9,441,512,-71,-13.8671875
62,44,10,2601,1024,1577,154.00390625
62,44,11,2156,2048,108,5.2734375
62,44,12,3413,4096,-683,-16.6748046875
62,44,13,14542,8192,6350,77.5146484375
62,44,14,33931,16384,17547,107.098388671875
62,44,15,1930,32768,-30838,-94.110107421875
62,45,1,0,2,-2,-100.0
62,45,2,2,4,-2,-50.0
62,45,3,3,8,-5,-62.5
62,45,4,5,16,-11,-68.75
62,45,5,9,32,-23,-71.875
62,45,6,28,64,-36,-56.25
62,45,7,180,128,52,40.625
62,45,8,79,256,-177,-69.140625
62,45,9,1337,512,825,161.1328125
62,45,10,2230,1024,1206,117.7734375
62,45,11,2123,2048,75,3.662109375
62,45,12,17,4096,-4079,-99.5849609375
62,45,13,16768,8192,8576,104.6875
62,45,14,23525,16384,7141,43.585205078125
62,45,15,55366,32768,22598,68.963623046875
62,46,1,0,2,-2,-100.0
62,46,2,1,4,-3,-75.0
62,46,3,2,8,-6,-75.0
62,46,4,7,16,-9,-56.25
62,46,5,5,32,-27,-84.375
62,46,6,328,64,264,412.5
62,46,7,159,128,31,24.21875
62,46,8,10,256,-246,-96.09375
62,46,9,411,512,-101,-19.7265625
62,46,10,2008,1024,984,96.09375
62,46,11,409,2048,-1639,-80.029296875
62,46,12,1272,4096,-2824,-68.9453125
62,46,13,9160,8192,968,11.81640625
62,46,14,231,16384,-16153,-98.590087890625
62,46,15,10136,32768,-22632,-69.0673828125
62,47,1,0,2,-2,-100.0
62,47,2,1,4,-3,-75.0
62,47,3,3,8,-5,-62.5
62,47,4,7,16,-9,-56.25
62,47,5,5,32,-27,-84.375
62,47,6,18,64,-46,-71.875
62,47,7,107,128,-21,-16.40625
62,47,8,750,256,494,192.96875
62,47,9,609,512,97,18.9453125
62,47,10,1810,1024,786,76.7578125
62,47,11,3574,2048,1526,74.51171875
62,47,12,18179,4096,14083,343.8232421875
62,47,13,4867,8192,-3325,-40.58837890625
62,47,14,7825,16384,-8559,-52.239990234375
62,47,15,3364,32768,-29404,-89.73388671875
62,48,1,0,2,-2,-100.0
62,48,2,2,4,-2,-50.0
62,48,3,9,8,1,12.5
62,48,4,11,16,-5,-31.25
62,48,5,33,32,1,3.125
62,48,6,13,64,-51,-79.6875
62,48,7,60,128,-68,-53.125
62,48,8,751,256,495,193.359375
62,48,9,1674,512,1162,226.953125
62,48,10,346,1024,-678,-66.2109375
62,48,11,1981,2048,-67,-3.271484375
62,48,12,3822,4096,-274,-6.689453125
62,48,13,16809,8192,8617,105.18798828125
62,48,14,3143,16384,-13241,-80.816650390625
62,48,15,21135,32768,-11633,-35.5010986328125
62,49,1,0,2,-2,-100.0
62,49,2,3,4,-1,-25.0
62,49,3,4,8,-4,-50.0
62,49,4,5,16,-11,-68.75
62,49,5,9,32,-23,-71.875
62,49,6,40,64,-24,-37.5
62,49,7,40,128,-88,-68.75
62,49,8,158,256,-98,-38.28125
62,49,9,396,512,-116,-22.65625
62,49,10,2407,1024,1383,135.05859375
62,49,11,2999,2048,951,46.435546875
62,49,12,2808,4096,-1288,-31.4453125
62,49,13,7149,8192,-1043,-12.73193359375
62,49,14,22422,16384,6038,36.85302734375
62,49,15,91301,32768,58533,178.6285400390625
62,50,1,0,2,-2,-100.0
62,50,2,2,4,-2,-50.0
62,50,3,5,8,-3,-37.5
62,50,4,15,16,-1,-6.25
62,50,5,37,32,5,15.625
62,50,6,31,64,-33,-51.5625
62,50,7,123,128,-5,-3.90625
62,50,8,115,256,-141,-55.078125
62,50,9,270,512,-242,-47.265625
62,50,10,278,1024,-746,-72.8515625
62,50,11,2847,2048,799,39.013671875
62,50,12,8159,4096,4063,99.1943359375
62,50,13,27464,8192,19272,235.25390625
62,50,14,30247,16384,13863,84.613037109375
62,50,15,1326,32768,-31442,-95.953369140625
62,51,1,0,2,-2,-100.0
62,51,2,3,4,-1,-25.0
62,51,3,2,8,-6,-75.0
62,51,4,10,16,-6,-37.5
62,51,5,34,32,2,6.25
62,51,6,89,64,25,39.0625
62,51,7,102,128,-26,-20.3125
62,51,8,208,256,-48,-18.75
62,51,9,1315,512,803,156.8359375
62,51,10,636,1024,-388,-37.890625
62,51,11,5966,2048,3918,191.30859375
62,51,12,4334,4096,238,5.810546875
62,51,13,2376,8192,-5816,-70.99609375
62,51,14,9043,16384,-7341,-44.805908203125
62,51,15,70314,32768,37546,114.581298828125
62,52,1,0,2,-2,-100.0
62,52,2,1,4,-3,-75.0
62,52,3,6,8,-2,-25.0
62,52,4,3,16,-13,-81.25
62,52,5,21,32,-11,-34.375
62,52,6,10,64,-54,-84.375
62,52,7,105,128,-23,-17.96875
62,52,8,152,256,-104,-40.625
62,52,9,80,512,-432,-84.375
62,52,10,23,1024,-1001,-97.75390625
62,52,11,453,2048,-1595,-77.880859375
62,52,12,751,4096,-3345,-81.6650390625
62,52,13,2868,8192,-5324,-64.990234375
62,52,14,40827,16384,24443,149.188232421875
62,52,15,16648,32768,-16120,-49.1943359375
62,53,1,0,2,-2,-100.0
62,53,2,2,4,-2,-50.0
62,53,3,3,8,-5,-62.5
62,53,4,5,16,-11,-68.75
62,53,5,9,32,-23,-71.875
62,53,6,104,64,40,62.5
62,53,7,51,128,-77,-60.15625
62,53,8,713,256,457,178.515625
62,53,9,368,512,-144,-28.125
62,53,10,905,1024,-119,-11.62109375
62,53,11,6933,2048,4885,238.525390625
62,53,12,3686,4096,-410,-10.009765625
62,53,13,23898,8192,15706,191.7236328125
62,53,14,3120,16384,-13264,-80.95703125
62,53,15,43271,32768,10503,32.0526123046875
62,54,1,0,2,-2,-100.0
62,54,2,1,4,-3,-75.0
62,54,3,7,8,-1,-12.5
62,54,4,7,16,-9,-56.25
62,54,5,52,32,20,62.5
62,54,6,75,64,11,17.1875
62,54,7,51,128,-77,-60.15625
62,54,8,973,256,717,280.078125
62,54,9,239,512,-273,-53.3203125
62,54,10,872,1024,-152,-14.84375
62,54,11,508,2048,-1540,-75.1953125
62,54,12,742,4096,-3354,-81.884765625
62,54,13,5850,8192,-2342,-28.5888671875
62,54,14,17967,16384,1583,9.661865234375
62,54,15,3965,32768,-28803,-87.8997802734375
62,55,1,0,2,-2,-100.0
62,55,2,2,4,-2,-50.0
62,55,3,15,8,7,87.5
62,55,4,7,16,-9,-56.25
62,55,5,10,32,-22,-68.75
62,55,6,39,64,-25,-39.0625
62,55,7,42,128,-86,-67.1875
62,55,8,120,256,-136,-53.125
62,55,9,362,512,-150,-29.296875
62,55,10,72,1024,-952,-92.96875
62,55,11,4683,2048,2635,128.662109375
62,55,12,1372,4096,-2724,-66.50390625
62,55,13,746,8192,-7446,-90.8935546875
62,55,14,20236,16384,3852,23.5107421875
62,55,15,28324,32768,-4444,-13.56201171875
62,56,1,0,2,-2,-100.0
62,56,2,2,4,-2,-50.0
62,56,3,2,8,-6,-75.0
62,56,4,6,16,-10,-62.5
62,56,5,4,32,-28,-87.5
62,56,6,46,64,-18,-28.125
62,56,7,94,128,-34,-26.5625
62,56,8,116,256,-140,-54.6875
62,56,9,1410,512,898,175.390625
62,56,10,3821,1024,2797,273.14453125
62,56,11,265,2048,-1783,-87.060546875
62,56,12,491,4096,-3605,-88.0126953125
62,56,13,3189,8192,-5003,-61.07177734375
62,56,14,7217,16384,-9167,-55.950927734375
62,56,15,3552,32768,-29216,-89.16015625
62,57,1,0,2,-2,-100.0
62,57,2,2,4,-2,-50.0
62,57,3,2,8,-6,-75.0
62,57,4,4,16,-12,-75.0
62,57,5,15,32,-17,-53.125
62,57,6,267,64,203,317.1875
62,57,7,70,128,-58,-45.3125
62,57,8,311,256,55,21.484375
62,57,9,848,512,336,65.625
62,57,10,2557,1024,1533,149.70703125
62,57,11,723,2048,-1325,-64.697265625
62,57,12,423,4096,-3673,-89.6728515625
62,57,13,83,8192,-8109,-98.98681640625
62,57,14,31541,16384,15157,92.510986328125
62,57,15,50738,32768,17970,54.840087890625
62,58,1,0,2,-2,-100.0
62,58,2,1,4,-3,-75.0
62,58,3,6,8,-2,-25.0
62,58,4,6,16,-10,-62.5
62,58,5,25,32,-7,-21.875
62,58,6,25,64,-39,-60.9375
62,58,7,288,128,160,125.0
62,58,8,25,256,-231,-90.234375
62,58,9,762,512,250,48.828125
62,58,10,1696,1024,672,65.625
62,58,11,38,2048,-2010,-98.14453125
62,58,12,1370,4096,-2726,-66.552734375
62,58,13,6387,8192,-1805,-22.03369140625
62,58,14,42237,16384,25853,157.794189453125
62,58,15,21653,32768,-11115,-33.9202880859375
62,59,1,0,2,-2,-100.0
62,59,2,1,4,-3,-75.0
62,59,3,6,8,-2,-25.0
62,59,4,15,16,-1,-6.25
62,59,5,98,32,66,206.25
62,59,6,88,64,24,37.5
62,59,7,320,128,192,150.0
62,59,8,16,256,-240,-93.75
62,59,9,153,512,-359,-70.1171875
62,59,10,155,1024,-869,-84.86328125
62,59,11,3804,2048,1756,85.7421875
62,59,12,3985,4096,-111,-2.7099609375
62,59,13,5452,8192,-2740,-33.447265625
62,59,14,5893,16384,-10491,-64.031982421875
62,59,15,5715,32768,-27053,-82.5592041015625
62,60,1,0,2,-2,-100.0
62,60,2,1,4,-3,-75.0
62,60,3,4,8,-4,-50.0
62,60,4,10,16,-6,-37.5
62,60,5,53,32,21,65.625
62,60,6,103,64,39,60.9375
62,60,7,28,128,-100,-78.125
62,60,8,290,256,34,13.28125
62,60,9,502,512,-10,-1.953125
62,60,10,344,1024,-680,-66.40625
62,60,11,4421,2048,2373,115.869140625
62,60,12,877,4096,-3219,-78.5888671875
62,60,13,19311,8192,11119,135.72998046875
62,60,14,10337,16384,-6047,-36.907958984375
62,60,15,20916,32768,-11852,-36.16943359375
62,61,1,0,2,-2,-100.0
62,61,2,1,4,-3,-75.0
62,61,3,3,8,-5,-62.5
62,61,4,18,16,2,12.5
62,61,5,49,32,17,53.125
62,61,6,42,64,-22,-34.375
62,61,7,36,128,-92,-71.875
62,61,8,36,256,-220,-85.9375
62,61,9,762,512,250,48.828125
62,61,10,3414,1024,2390,233.3984375
62,61,11,1694,2048,-354,-17.28515625
62,61,12,1737,4096,-2359,-57.5927734375
62,61,13,5384,8192,-2808,-34.27734375
62,61,14,32941,16384,16557,101.055908203125
62,61,15,71898,32768,39130,119.415283203125
62,62,1,0,2,-2,-100.0
62,62,2,1,4,-3,-75.0
62,62,3,4,8,-4,-50.0
62,62,4,4,16,-12,-75.0
62,62,5,19,32,-13,-40.625
62,62,6,15,64,-49,-76.5625
62,62,7,83,128,-45,-35.15625
62,62,8,877,256,621,242.578125
62,62,9,134,512,-378,-73.828125
62,62,10,59,1024,-965,-94.23828125
62,62,11,1706,2048,-342,-16.69921875
62,62,12,1600,4096,-2496,-60.9375
62,62,13,13830,8192,5638,68.8232421875
62,62,14,37172,16384,20788,126.8798828125
62,62,15,28064,32768,-4704,-14.35546875
63,1,1,0,2,-2,-100.0
63,1,2,3,4,-1,-25.0
63,1,3,22,8,14,175.0
63,1,4,3,16,-13,-81.25
63,1,5,25,32,-7,-21.875
63,1,6,236,64,172,268.75
63,1,7,113,128,-15,-11.71875
63,1,8,355,256,99,38.671875
63,1,9,24,512,-488,-95.3125
63,1,10,171,1024,-853,-83.30078125
63,1,11,2472,2048,424,20.703125
63,1,12,3215,4096,-881,-21.5087890625
63,1,13,2709,8192,-5483,-66.93115234375
63,1,14,6527,16384,-9857,-60.162353515625
63,1,15,94981,32768,62213,189.8590087890625
63,2,1,0,2,-2,-100.0
63,2,2,1,4,-3,-75.0
63,2,3,16,8,8,100.0
63,2,4,16,16,0,0.0
63,2,5,23,32,-9,-28.125
63,2,6,80,64,16,25.0
63,2,7,67,128,-61,-47.65625
63,2,8,593,256,337,131.640625
63,2,9,159,512,-353,-68.9453125
63,2,10,314,1024,-710,-69.3359375
63,2,11,503,2048,-1545,-75.439453125
63,2,12,9045,4096,4949,120.8251953125
63,2,13,59,8192,-8133,-99.27978515625
63,2,14,6839,16384,-9545,-58.258056640625
63,2,15,73483,32768,40715,124.2523193359375
63,3,1,0,2,-2,-100.0
63,3,2,1,4,-3,-75.0
63,3,3,2,8,-6,-75.0
63,3,4,11,16,-5,-31.25
63,3,5,12,32,-20,-62.5
63,3,6,36,64,-28,-43.75
63,3,7,34,128,-94,-73.4375
63,3,8,453,256,197,76.953125
63,3,9,188,512,-324,-63.28125
63,3,10,889,1024,-135,-13.18359375
63,3,11,1449,2048,-599,-29.248046875
63,3,12,3518,4096,-578,-14.111328125
63,3,13,5747,8192,-2445,-29.84619140625
63,3,14,20822,16384,4438,27.08740234375
63,3,15,13213,32768,-19555,-59.6771240234375
63,4,1,0,2,-2,-100.0
63,4,2,4,4,0,0.0
63,4,3,3,8,-5,-62.5
63,4,4,4,16,-12,-75.0
63,4,5,7,32,-25,-78.125
63,4,6,18,64,-46,-71.875
63,4,7,234,128,106,82.8125
63,4,8,76,256,-180,-70.3125
63,4,9,976,512,464,90.625
63,4,10,201,1024,-823,-80.37109375
63,4,11,570,2048,-1478,-72.16796875
63,4,12,268,4096,-3828,-93.45703125
63,4,13,15015,8192,6823,83.28857421875
63,4,14,23047,16384,6663,40.667724609375
63,4,15,23283,32768,-9485,-28.9459228515625
63,5,1,0,2,-2,-100.0
63,5,2,4,4,0,0.0
63,5,3,6,8,-2,-25.0
63,5,4,19,16,3,18.75
63,5,5,4,32,-28,-87.5
63,5,6,27,64,-37,-57.8125
63,5,7,102,128,-26,-20.3125
63,5,8,860,256,604,235.9375
63,5,9,106,512,-406,-79.296875
63,5,10,490,1024,-534,-52.1484375
63,5,11,1391,2048,-657,-32.080078125
63,5,12,3986,4096,-110,-2.685546875
63,5,13,19565,8192,11373,138.83056640625
63,5,14,19913,16384,3529,21.539306640625
63,5,15,11267,32768,-21501,-65.6158447265625
63,6,1,0,2,-2,-100.0
63,6,2,4,4,0,0.0
63,6,3,2,8,-6,-75.0
63,6,4,25,16,9,56.25
63,6,5,66,32,34,106.25
63,6,6,12,64,-52,-81.25
63,6,7,22,128,-106,-82.8125
63,6,8,404,256,148,57.8125
63,6,9,893,512,381,74.4140625
63,6,10,986,1024,-38,-3.7109375
63,6,11,1989,2048,-59,-2.880859375
63,6,12,5292,4096,1196,29.19921875
63,6,13,6783,8192,-1409,-17.19970703125
63,6,14,6193,16384,-10191,-62.200927734375
63,6,15,98026,32768,65258,199.151611328125
63,7,1,0,2,-2,-100.0
63,7,2,5,4,1,25.0
63,7,3,3,8,-5,-62.5
63,7,4,19,16,3,18.75
63,7,5,20,32,-12,-37.5
63,7,6,12,64,-52,-81.25
63,7,7,165,128,37,28.90625
63,7,8,23,256,-233,-91.015625
63,7,9,38,512,-474,-92.578125
63,7,10,1006,1024,-18,-1.7578125
63,7,11,1509,2048,-539,-26.318359375
63,7,12,11340,4096,7244,176.85546875
63,7,13,5339,8192,-2853,-34.82666015625
63,7,14,32389,16384,16005,97.686767578125
63,7,15,9804,32768,-22964,-70.08056640625
63,8,1,0,2,-2,-100.0
63,8,2,2,4,-2,-50.0
63,8,3,3,8,-5,-62.5
63,8,4,12,16,-4,-25.0
63,8,5,10,32,-22,-68.75
63,8,6,69,64,5,7.8125
63,8,7,71,128,-57,-44.53125
63,8,8,41,256,-215,-83.984375
63,8,9,54,512,-458,-89.453125
63,8,10,1082,1024,58,5.6640625
63,8,11,152,2048,-1896,-92.578125
63,8,12,1825,4096,-2271,-55.4443359375
63,8,13,7048,8192,-1144,-13.96484375
63,8,14,13617,16384,-2767,-16.888427734375
63,8,15,2376,32768,-30392,-92.7490234375
63,9,1,0,2,-2,-100.0
63,9,2,1,4,-3,-75.0
63,9,3,8,8,0,0.0
63,9,4,3,16,-13,-81.25
63,9,5,95,32,63,196.875
63,9,6,204,64,140,218.75
63,9,7,118,128,-10,-7.8125
63,9,8,85,256,-171,-66.796875
63,9,9,255,512,-257,-50.1953125
63,9,10,1928,1024,904,88.28125
63,9,11,5476,2048,3428,167.3828125
63,9,12,3366,4096,-730,-17.822265625
63,9,13,4114,8192,-4078,-49.7802734375
63,9,14,5170,16384,-11214,-68.44482421875
63,9,15,16760,32768,-16008,-48.8525390625
63,10,1,0,2,-2,-100.0
63,10,2,2,4,-2,-50.0
63,10,3,2,8,-6,-75.0
63,10,4,6,16,-10,-62.5
63,10,5,24,32,-8,-25.0
63,10,6,28,64,-36,-56.25
63,10,7,379,128,251,196.09375
