Total Runs,Current Run,Streak Target,Flips Required,Theoretical Flips,Absolute Difference,Percentage Difference
30,28,2,1,4,-3,-75.0
30,28,3,2,8,-6,-75.0
30,28,4,26,16,10,62.5
30,28,5,156,32,124,387.5
30,28,6,102,64,38,59.375
30,28,7,122,128,-6,-4.6875
30,28,8,320,256,64,25.0
30,28,9,125,512,-387,-75.5859375
30,28,10,853,1024,-171,-16.69921875
30,28,11,4185,2048,2137,104.345703125
30,28,12,2733,4096,-1363,-33.2763671875
30,28,13,11106,8192,2914,35.5712890625
30,28,14,14620,16384,-1764,-10.7666015625
30,28,15,32646,32768,-122,-0.372314453125
30,29,1,0,2,-2,-100.0
30,29,2,1,4,-3,-75.0
30,29,3,4,8,-4,-50.0
30,29,4,3,16,-13,-81.25
30,29,5,30,32,-2,-6.25
30,29,6,64,64,0,0.0
30,29,7,59,128,-69,-53.90625
30,29,8,103,256,-153,-59.765625
30,29,9,136,512,-376,-73.4375
30,29,10,2314,1024,1290,125.9765625
30,29,11,1751,2048,-297,-14.501953125
30,29,12,2869,4096,-1227,-29.9560546875
30,29,13,4014,8192,-4178,-51.0009765625
30,29,14,64,16384,-16320,-99.609375
30,29,15,36366,32768,3598,10.980224609375
30,30,1,0,2,-2,-100.0
30,30,2,1,4,-3,-75.0
30,30,3,3,8,-5,-62.5
30,30,4,3,16,-13,-81.25
30,30,5,15,32,-17,-53.125
30,30,6,98,64,34,53.125
30,30,7,177,128,49,38.28125
30,30,8,183,256,-73,-28.515625
30,30,9,250,512,-262,-51.171875
30,30,10,435,1024,-589,-57.51953125
